NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
tangerang selatan,pamulang,39.103,81.905,37.57,59.039,Built-up,0.304,0.233,41.659,2022,12,1,-6.3395,106.7391
bogor,sukamakmur,27.965,66.009,29.14,641.209,Tree cover,0.674,5.807,36.944,2023,12,0,-6.5936,107.0201
tangerang,balaraja,67.503,137.503,27.07,20.277,Built-up,0.262,0.173,37.613,2020,1,0,-6.2048,106.4427
Sumbawa,tarano,30.447,76.759,27.59,210.312,Unknown,0.671,4.012,27.355,2023,1,1,-8.7429,118.1481
Pinrang,batulappa,30.229,89.562,26.43,338.67,Tree Cover,0.726,5.732,36.228,2024,5,1,-3.6025,119.6848
Cilacap,maos,103.903,190.273,25.85454545454545,9.521,Cropland,0.136,0.111,32.417,2022,10,1,-7.6046,109.1578
kota bekasi,medansatria,12.36,34.888,35.13,10.53,Built-up,0.307,0.136,36.167,2024,6,0,-6.1989,106.9836
jakarta pusat,gambir,2.177,9.534,39.69,7.605,Built-up,0.173,0.061,38.384,2021,11,0,-6.1715,106.8181
Luwu,bajobarat,51.343,72.26,28.57,317.859,Tree Cover,0.735,6.216,35.473,2023,4,1,-3.3617,120.2368
Serang,tirtayasa,60.837,110.977,26.09,2.555,Unknown,0.115,0.047,37.609,2024,12,1,-5.9861,106.3109
tangerang,sukamulya,54.24,106.207,34.17,14.287,Cropland,0.468,0.136,38.119,2022,11,0,-6.1604,106.4362
Kuningan,cimahi,56.941,93.019,30.16,102.299,Tree Cover,0.81,1.829,38.349,2024,3,1,-7.0006,108.6986
kota bekasi,bekasibarat,20.734,50.272,40.06,17.765,Built-up,0.295,0.161,37.522,2023,4,0,-6.2336,106.9628
Barito Utara,montallat,54.133,105.378,25.5,58.439,Tree Cover,0.627,0.454,30.341,2024,1,1,-1.244,114.8277
tangerang,sukadiri,31.673,69.054,32.53,4.864,Cropland,0.346,0.063,38.218,2022,12,0,-6.0699,106.559
jakarta selatan,setiabudi,10.229,19.049,35.76,17.99,Built-up,0.357,0.133,35.597,2021,7,0,-6.2196,106.83
kota bogor,bogorutara,53.259,85.761,29.84,209.387,Built-up,0.454,0.831,38.305,2023,3,0,-6.5708,106.8196
Nias Utara,alasa,92.431,145.528,29.65,76.422,Unknown,0.622,1.445,34.463,2022,11,1,1.1989,97.3919
Pasaman Barat,sungaiberemas,66.269,169.725,27.81,39.765,Tree Cover,0.682,1.259,41.08,2024,3,1,0.2616,99.3461
Aceh Utara,sawang,31.478,45.199,29.05,372.75,Unknown,0.74,3.034,40.919,2023,10,1,5.0476,96.8855
Asahan,seidadap,61.177,133.788,30.78,21.325,Unknown,0.743,0.146,31.597,2021,8,1,2.9414,99.6463
jakarta barat,tamansari,71.787,155.692,39.42,6.894,Tree cover,0.097,0.061,38.225,2024,1,0,-6.1481,106.8184
Aceh Tamiang,tenggulun,22.192,47.401,26.46,448.694,Unknown,0.719,5.699,36.671,2022,1,1,4.0212,97.9403
jakarta timur,matraman,37.611,56.257,39.72,12.702,Built-up,0.124,0.132,37.78,2024,12,0,-6.2036,106.8645
Pati,jakenan,58.088,108.806,32.07,11.881,Unknown,0.531,0.132,38.48,2021,2,1,-6.7638,111.1305
Serdang Bedagai,tebingtinggi,53.7,118.922,29.87,27.333,Tree Cover,0.59,0.208,32.282,2020,11,1,3.3382,99.148
bogor,cigombong,79.496,141.638,27.27,688.475,Tree cover,0.491,4.624,38.011,2024,12,0,-6.7461,106.8128
Kapuas,pasaktalawang,54.175,131.321,26.64,92.944,Unknown,0.695,0.762,28.307,2021,5,1,-1.0583,114.1795
Pidie Jaya,meureudu,56.67,103.883,26.24,1040.084,Tree Cover,0.699,7.926,36.717,2020,5,1,5.0584,96.2408
jakarta barat,tambora,4.993,6.916,36.12,5.895,Built-up,0.166,0.048,32.778,2023,8,0,-6.1475,106.8035
jakarta barat,kebonjeruk,15.995,52.498,36.32,10.059,Built-up,0.263,0.118,36.081,2023,6,0,-6.1895,106.7691
kota bogor,bogorutara,78.693,123.886,35.05,209.387,Built-up,0.331,0.831,39.357,2020,2,0,-6.5708,106.8196
jakarta barat,kebonjeruk,21.933,34.546,40.26,10.059,Built-up,0.229,0.118,37.159,2020,10,1,-6.1895,106.7691
kota bogor,bogorbarat,43.728,112.256,33.77,207.937,Built-up,0.487,0.658,36.891,2023,5,0,-6.5732,106.7655
bogor,tamansari,57.57,108.486,28.63,715.585,Tree cover,0.486,6.987,39.625,2020,1,0,-6.6564,106.7458
Lima Puluh Kota,harau,51.28,73.554,26.23,764.305,Unknown,0.669,5.152,33.147,2023,11,1,-0.1197,100.6956
Grobogan,toroh,84.417,95.217,30.41,52.75,Cropland,0.602,0.54,40.873,2022,11,1,-7.16,110.9192
Kota Tasikmalaya,tawang,8.559,23.126,30.38,350.722,Unknown,0.449,0.392,24.979,2023,7,1,-7.339,108.2278
bogor,sukamakmur,59.473,106.857,28.12,641.209,Tree cover,0.714,5.807,38.435,2024,3,0,-6.5936,107.0201
kota tangerang,cibodas,18.225,38.105,36.69,19.751,Built-up,0.314,0.128,35.281,2021,8,0,-6.2058,106.608
Ende,wewaria,83.065,181.368,26.21,239.02,Tree Cover,0.623,5.641,37.57,2023,2,1,-8.5947,121.6849
Asahan,setiajanji,37.149,56.222,30.32,56.632,Tree Cover,0.729,0.375,35.378,2022,8,1,2.9372,99.4891
bogor,nanggung,56.787,73.315,25.55,848.241,Tree cover,0.555,5.957,38.957,2024,2,0,-6.6725,106.5377
Asahan,setiajanji,43.93,70.253,28.45,56.632,Tree Cover,0.678,0.375,36.071,2021,11,1,2.9372,99.4891
Lumajang,tempeh,37.695,55.847,29.16,76.2,Tree Cover,0.73,0.684,28.131,2024,4,1,-8.213,113.1783
jakarta selatan,kebayoranbaru,42.826,80.802,39.28,22.272,Built-up,0.316,0.16,38.613,2022,2,0,-6.2447,106.8014
Kapuas Hulu,putussibauutara,60.286,99.107,27.23,403.067,Unknown,0.848,4.378,35.784,2020,6,1,1.1271,113.1049
bogor,citeureup,48.045,94.417,29.26,229.087,Tree cover,0.471,2.772,39.559,2022,12,0,-6.525,106.8924
bogor,kemang,81.08,134.088,27.06,143.048,Tree cover,0.475,0.625,40.222,2024,1,1,-6.5025,106.7345
bogor,tanjungsari,52.151,89.218,26.67,362.528,Tree cover,0.598,5.549,38.689,2024,1,0,-6.6115,107.1406
bogor,cibungbulang,66.303,114.583,27.27,236.566,Tree cover,0.474,1.249,37.845,2024,12,0,-6.5761,106.661
depok,bojongsari,38.512,82.291,36.11,87.016,Built-up,0.401,0.265,40.434,2023,1,0,-6.3943,106.7378
tangerang selatan,pamulang,61.733,94.636,36.2,59.039,Built-up,0.314,0.233,40.786,2020,1,1,-6.3395,106.7391
Kota Bima,rasanaebarat,10.365,38.112,34.51,39.215,Tree Cover,0.339,2.802,18.796,2023,11,1,-8.4679,118.721
Grobogan,penawangan,69.436,136.35,31.666666666666668,28.535,Unknown,0.525,0.17,37.853,2022,10,1,-7.1029,110.8313
Karawang,tirtamulya,33.916,61.026,32.94,19.189,Unknown,0.282,0.123,42.191,2021,12,1,-6.3408,107.4625
Jepara,kedung,116.699,160.886,30.51,10.352,Unknown,0.404,0.279,42.2355,2021,2,1,-6.6817,110.6547
Bolaang Mongondow Utara,kaidipang,17.889,41.052,27.43,171.981,Unknown,0.81,5.114,28.459,2024,2,1,0.8918,123.254
Polewali Mandar,alu,42.648,74.487,28.75,400.287,Tree Cover,0.806,6.446,31.384,2020,1,1,-3.3689,118.9661
tangerang,kosambi,11.028,28.822,38.27,3.034,Built-up,0.292,0.058,36.733,2023,12,0,-6.0809,106.685
jakarta timur,pasarrebo,57.223,96.703,39.33,48.623,Built-up,0.218,0.252,40.839,2021,1,0,-6.3264,106.8573
bekasi,kedungwaringin,44.671,82.087,37.23,10.722,Cropland,0.297,0.076,38.239,2022,10,0,-6.2516,107.2483
kota tangerang,ciledug,22.723,53.027,37.17,21.279,Built-up,0.327,0.132,37.387,2021,4,0,-6.2386,106.7059
bekasi,babelan,61.397,103.363,28.27,3.768,Cropland,0.261,0.07,38.805,2021,1,0,-6.1257,107.0341
jakarta timur,cakung,78.474,156.775,29.72,7.969,Built-up,0.193,0.102,38.81,2020,2,1,-6.1885,106.9409
bogor,klapanunggal,46.075,84.129,23.38,203.856,Tree cover,0.573,3.061,40.163,2023,3,0,-6.483,106.9553
Aceh Tenggara,lawesumur,58.733,107.902,24.24,894.787,Unknown,0.506,9.483,38.415,2023,11,1,3.4784,97.8848
kota tangerang,cipondoh,28.696,65.27,38.89,11.897,Built-up,0.277,0.115,37.999,2023,11,0,-6.1862,106.683
kota tangerang,periuk,24.03,57.018,35.44,12.531,Built-up,0.341,0.129,36.637,2023,5,0,-6.1675,106.5943
bogor,parungpanjang,46.322,74.252,32.5,65.388,Tree cover,0.696,0.569,41.939,2020,3,0,-6.3768,106.5551
Hulu Sungai Selatan,angkinang,53.417,101.089,29.27,10.804,Unknown,0.465,0.093,31.828,2021,1,1,-2.7185,115.2728
Kota Solok,lubuksikarah,15.371,26.932,27.99,757.448,Unknown,0.664,5.064,29.793,2023,9,1,-0.795,100.6108
tangerang,pakuhaji,60.642,139.941,29.49,3.922,Cropland,0.307,0.061,38.005,2023,2,0,-6.0602,106.6063
kota tangerang,karangtengah,18.95,46.369,35.05,13.076,Built-up,0.347,0.156,36.677,2021,6,0,-6.2101,106.7097
Langkat,secanggang,82.129,143.512,28.55666666666667,4.462,Unknown,0.377,0.065,34.758,2022,12,1,3.8656,98.5411
Bandung,ciparay,48.274,67.358,29.75,791.542,Cropland,0.482,2.593,32.95,2024,1,1,-7.0454,107.6981
kota bekasi,mustikajaya,20.46,43.242,33.66,32.768,Built-up,0.503,0.179,36.976,2022,6,0,-6.3076,107.0166
Pandeglang,cigeulis,123.272,215.555,18.57,107.845,Tree Cover,0.458,1.939,38.746,2024,12,1,-6.6181,105.6846
Blora,kradenan,77.558,121.229,29.2,69.992,Tree Cover,0.653,0.582,40.301,2021,11,1,-7.284,111.4316
Agam,malalak,39.155,62.188,23.91,1017.242,Unknown,0.729,10.661,32.687,2024,5,1,-0.4131,100.2719
tangerang,cisauk,49.122,89.445,32.11,51.37,Tree cover,0.64,0.313,41.28,2020,4,0,-6.3391,106.6302
depok,beji,63.756,98.682,35.05,78.676,Built-up,0.372,0.279,40.561,2020,1,0,-6.3731,106.819
Ketapang,hulusungai,61.788,86.979,25.9,268.14,Unknown,0.62,3.669,36.351,2022,9,1,-0.9991,110.9731
bogor,parung,45.697,79.277,34.41,104.116,Tree cover,0.503,0.338,40.834,2022,2,0,-6.4349,106.7128
Kotawaringin Barat,arututara,75.467,103.652,28.03,76.818,Tree Cover,0.65,1.159,38.994,2022,10,1,-2.0193,111.8979
jakarta barat,kembangan,21.054,37.411,35.82,10.349,Built-up,0.376,0.126,37.566,2022,6,0,-6.1982,106.7418
tangerang,curug,41.349,73.598,36.04,30.753,Built-up,0.444,0.142,39.042,2020,5,0,-6.2426,106.5661
bogor,tenjolaya,79.845,143.686,27.5,736.012,Tree cover,0.683,6.928,38.504,2020,5,0,-6.6537,106.708
Aceh Tamiang,bandarpusaka,45.043,80.822,25.44,139.137,Tree Cover,0.601,3.232,38.665,2023,12,1,4.2735,97.8512
Garut,banyuresmi,57.267,141.272,33.17,751.503,Unknown,0.375,2.838,32.112,2022,10,1,-7.1513,107.9342
bogor,ciawi,16.754,37.138,26.36,925.94,Tree cover,0.705,6.501,34.432,2020,7,0,-6.7091,106.8937
Cirebon,mundu,45.844,83.459,32.16,21.414,Unknown,0.484,0.838,38.956,2022,12,1,-6.7751,108.5812
bogor,ciawi,19.377,57.723,25.04,925.94,Tree cover,0.733,6.501,33.978,2024,7,0,-6.7091,106.8937
Ende,nangapanda,17.83,39.115,26.92,333.984,Unknown,0.61,6.092,29.806,2022,10,1,-8.7483,121.4806
bogor,ciawi,34.491,103.543,26.81,925.94,Tree cover,0.723,6.501,36.864,2023,5,0,-6.7091,106.8937
Kota Medan,medanlabuhan,42.337,77.574,28.84,4.176,Mangroves,0.4,0.069,34.502,2020,12,1,3.719,98.695
depok,beji,63.738,122.857,37.38,78.676,Built-up,0.325,0.279,40.241,2023,11,0,-6.3731,106.819
bogor,tenjolaya,86.239,139.683,30.49,736.012,Tree cover,0.387,6.928,39.329,2020,2,0,-6.6537,106.708
Lumajang,sukodono,75.453,108.246,30.98,45.332,Unknown,0.636,0.224,33.011,2021,12,1,-8.106,113.2358
jakarta barat,grogolpetamburan,19.513,32.325,39.77,6.01,Built-up,0.173,0.06,37.159,2020,10,0,-6.1634,106.7865
Sarolangun,limun,36.059,51.408,28.01,235.31,Tree Cover,0.737,2.297,32.354,2024,9,1,-2.5693,102.5162
Sigi,gumbasa,41.491,74.032,25.77,705.497,Unknown,0.792,8.73,35.667,2022,9,1,-1.2541,119.9807
Kota Semarang,pedurungan,54.27,132.595,35.48,14.783,Unknown,0.359,0.238,41.45,2024,3,1,-7.0022,110.474
Kapuas Hulu,bika,82.249,165.267,26.74,50.447,Unknown,0.582,0.289,35.631,2022,1,1,0.784,112.8184
jakarta timur,cakung,11.015,18.336,37.63,7.969,Built-up,0.316,0.102,35.597,2021,7,0,-6.1885,106.9409
Purbalingga,kaligondang,48.586,120.094,31.14,74.282,Unknown,0.683,1.12,35.694,2023,12,1,-7.3755,109.4164
Tapin,tapinutara,63.047,95.811,27.29,12.184,Tree Cover,0.482,0.156,31.088,2023,2,1,-2.9259,115.156
bogor,caringin,97.012,213.182,28.53,765.651,Tree cover,0.529,4.954,36.683,2022,9,1,-6.7366,106.866
Pinrang,duampanua,67.398,116.43,28.34,83.127,Tree Cover,0.684,2.004,37.41,2024,4,1,-3.6466,119.5573
bogor,parungpanjang,16.067,51.452,30.23,65.388,Tree cover,0.663,0.569,36.887,2023,7,0,-6.3768,106.5551
Blitar,gandusari,72.79,115.079,26.0,675.052,Unknown,0.72,4.348,31.642,2022,3,1,-7.9942,112.3336
bogor,jonggol,15.955,48.462,29.65,186.743,Tree cover,0.71,2.153,32.091,2023,7,0,-6.4961,107.0456
kota tangerang,larangan,13.515,29.16,37.46,21.351,Built-up,0.235,0.155,35.286,2021,8,0,-6.2392,106.733
jakarta barat,cengkareng,11.32,28.467,37.22,5.286,Built-up,0.239,0.059,34.34,2024,9,0,-6.1515,106.7369
bogor,ciampea,72.345,133.653,32.79,212.619,Tree cover,0.655,1.34,38.417,2020,4,0,-6.5742,106.698
Hulu Sungai Tengah,pandawan,40.903,70.924,29.85,10.76,Unknown,0.521,0.095,31.329,2022,10,1,-2.5516,115.3227
tangerang,sepatantimur,22.025,61.914,35.27,9.449,Built-up,0.401,0.066,36.156,2021,9,0,-6.1199,106.6084
jakarta pusat,joharbaru,36.093,70.906,39.67,8.969,Built-up,0.179,0.076,37.844,2023,3,0,-6.1821,106.8546
Cirebon,plered,62.76,82.132,36.22,9.531,Cropland,0.362,0.161,38.734,2020,1,1,-6.6819,108.505
bekasi,cibitung,19.777,39.656,33.85,14.027,Cropland,0.456,0.106,36.59,2022,6,0,-6.2357,107.1004
Konawe Utara,asera,60.849,142.085,24.82,545.159,Unknown,0.683,7.493,33.756,2024,5,1,-3.3978,121.8376
Aceh Barat Daya,manggeng,69.844,86.895,29.9,9.582,Unknown,0.57,0.31,29.756,2023,3,1,3.6216,96.9206
tangerang,teluknaga,13.353,25.778,34.7,3.313,Permanent water bodies,0.411,0.071,37.294,2023,4,0,-6.0499,106.6582
kota bekasi,medansatria,13.043,37.299,34.72,10.53,Built-up,0.296,0.136,34.945,2024,7,0,-6.1989,106.9836
bogor,ciampea,133.05,220.025,35.2,212.619,Tree cover,0.579,1.34,38.653,2022,11,0,-6.5742,106.698
bekasi,tarumajaya,29.292,72.455,33.32,2.309,Cropland,0.362,0.051,38.73,2021,12,1,-6.1219,106.9975
depok,sukmajaya,43.412,75.939,38.04,88.001,Built-up,0.294,0.34,40.391,2020,12,0,-6.3973,106.8436
bogor,parungpanjang,23.804,43.14,30.17,65.388,Tree cover,0.685,0.569,40.246,2024,5,0,-6.3768,106.5551
jakarta barat,kembangan,42.205,76.618,38.96,10.349,Built-up,0.293,0.126,37.592,2022,2,0,-6.1982,106.7418
Aceh Tamiang,sekerak,18.794,44.074,28.42,59.944,Tree Cover,0.794,1.005,35.669,2022,1,1,4.3171,97.9247
Banjar,astambul,62.182,114.032,30.57,20.368,Unknown,0.66,0.336,32.359,2020,2,1,-3.3192,114.9274
Muna,lohia,74.727,107.703,27.03,115.367,Unknown,0.698,1.673,37.7,2022,6,1,-4.9029,122.7171
kota bekasi,pondokmelati,34.985,58.379,41.76,38.409,Built-up,0.409,0.242,40.559,2022,3,0,-6.3095,106.9282
Aceh Besar,leupung,40.983,101.664,25.14,623.639,Tree Cover,0.754,9.189,35.252,2022,8,1,5.3449,95.3097
Sampang,jrengik,36.23,48.817,32.59,38.31,Cropland,0.472,1.32,34.287,2022,10,1,-7.1281,113.1431
bogor,leuwiliang,101.386,177.04,27.3,556.464,Tree cover,0.572,3.837,38.196,2022,10,0,-6.6402,106.6099
jakarta timur,matraman,19.025,27.872,39.43,12.702,Built-up,0.187,0.132,37.159,2020,10,0,-6.2036,106.8645
bekasi,setu,9.975,28.319,32.37,51.932,Tree cover,0.606,0.202,34.242,2024,5,0,-6.3462,106.6764
tangerang,kresek,21.753,41.436,30.84,11.706,Cropland,0.582,0.093,33.673,2021,8,0,-6.1444,106.4044
Kota Medan,medanselayang,24.434,55.95,38.59,34.843,Unknown,0.428,0.212,33.431,2022,3,1,3.5526,98.6339
jakarta barat,tambora,25.425,53.404,41.81,5.895,Built-up,0.113,0.048,38.384,2021,11,0,-6.1475,106.8035
Malinau,malinauutara,35.993,54.36,25.18,288.537,Tree Cover,0.723,2.933,38.184,2024,7,1,3.6959,116.5017
jakarta pusat,kemayoran,11.891,29.324,39.14,6.168,Built-up,0.17,0.103,38.252,2023,11,0,-6.1627,106.8558
jakarta pusat,gambir,5.728,14.621,38.94,7.605,Built-up,0.23,0.061,37.2,2023,12,0,-6.1715,106.8181
Pidie,indrajaya,36.844,68.887,27.79,22.279,Unknown,0.827,0.209,30.453,2024,1,1,5.3122,95.9357
Ogan Komering Ulu Selatan,buanapemaca,32.427,76.322,27.25,180.658,Tree Cover,0.795,1.167,30.384,2023,7,1,-4.5556,104.2203
Nagan Raya,seunagantimur,61.065,87.697,25.92,274.762,Unknown,0.68,3.021,31.646,2023,11,1,4.3398,96.3714
bekasi,sukatani,7.774,20.623,31.58,9.292,Cropland,0.504,0.08,34.366,2024,5,0,-6.1918,107.1559
bogor,jasinga,17.677,54.29,28.45,163.412,Tree cover,0.79,1.993,34.525,2023,7,0,-6.4806,106.4559
kota bekasi,bekasitimur,35.621,93.859,37.4,19.269,Built-up,0.206,0.113,37.722,2023,1,1,-6.2421,107.0191
Kepulauan Mentawai,siberutselatan,11.472,27.744,23.8,96.178,Unknown,0.536,1.694,28.788,2023,9,1,-1.529,99.0577
bekasi,tarumajaya,16.576,47.216,32.1,2.309,Cropland,0.436,0.051,35.495,2022,7,0,-6.1219,106.9975
Purworejo,kutoarjo,80.833,154.314,31.72,20.006,Unknown,0.737,0.256,31.837,2020,3,1,-7.723,109.9075
Banjar,karangintan,60.917,119.214,28.42,101.822,Unknown,0.644,2.017,33.782,2020,1,1,-3.4887,114.9813
Maros,camba,63.376,124.481,25.72,594.434,Tree Cover,0.648,6.566,38.101,2022,12,1,-4.9167,119.8453
bogor,klapanunggal,49.128,130.101,33.02,203.856,Tree cover,0.662,3.061,37.8,2021,9,0,-6.483,106.9553
tangerang,sukadiri,72.02,119.25,29.32,4.864,Cropland,0.294,0.063,38.758,2021,2,0,-6.0699,106.559
depok,cimanggis,18.35,54.736,33.87,74.634,Built-up,0.414,0.278,37.636,2024,7,0,-6.3677,106.8694
bogor,cijeruk,75.816,121.811,27.76,717.352,Tree cover,0.711,7.732,38.42,2020,4,0,-6.686,106.7843
kota tangerang,cibodas,12.436,26.371,36.65,19.751,Built-up,0.295,0.128,33.937,2024,8,0,-6.2058,106.608
Kota Sorong,sorongtimur,71.584,131.496,26.69,89.154,Unknown,0.732,1.043,38.047,2023,6,1,-0.9095,131.3676
Luwu Utara,malangkebarat,10.64,17.678,31.61,12.334,Unknown,0.674,0.087,17.069,2023,10,1,-2.8153,120.3242
Sukoharjo,grogol,64.854,101.249,31.395,95.267,Unknown,0.34,0.093,42.299,2023,2,1,-7.6132,110.8136
Kota Solok,lubuksikarah,34.825,51.607,28.32,757.448,Unknown,0.674,5.064,32.704,2021,9,1,-0.795,100.6108
Aceh Utara,langkahan,26.402,54.096,29.44,70.801,Tree Cover,0.772,1.152,37.182,2022,3,1,4.8834,97.4394
Bandung Barat,rongga,43.013,90.298,26.26,885.44,Tree Cover,0.775,3.823,37.063,2024,3,1,-6.97,107.2564
bekasi,cikarangbarat,26.906,69.109,37.33,29.644,Built-up,0.419,0.174,36.715,2021,4,0,-6.2973,107.0941
kota tangerang,jatiuwung,53.5,73.113,38.76,20.101,Built-up,0.283,0.172,38.383,2024,11,0,-6.198,106.5753
Kubu Raya,kualamandorb,68.078,108.43,29.33,14.67,Unknown,0.771,0.194,33.397,2024,5,1,0.1205,109.4456
Lumajang,kunir,39.971,48.186,29.44,30.727,Tree Cover,0.762,0.375,30.386,2021,3,1,-8.2228,113.2309
jakarta selatan,pesanggrahan,38.087,90.392,40.28,23.82,Built-up,0.245,0.178,38.73,2023,1,0,-6.2504,106.7587
Hulu Sungai Utara,sungaipandan,58.59,84.972,24.24,7.532,Unknown,0.558,0.051,33.125,2022,11,1,-2.4999,115.1991
Enrekang,enrekang,77.395,121.92,27.55,392.685,Unknown,0.761,7.647,37.696,2024,4,1,-3.5089,119.778
Tapanuli Selatan,sayurmatinggi,72.376,114.663,26.81,439.35,Unknown,0.531,6.938,38.713,2022,11,1,1.1111,99.3353
tangerang,sepatantimur,41.197,69.663,32.5,9.449,Built-up,0.479,0.066,38.154,2024,3,0,-6.1199,106.6084
Tapanuli Tengah,barus,97.854,141.07,31.84,18.613,Tree Cover,0.501,0.759,33.636,2022,11,1,2.0246,98.4114
Buol,paleleh,22.35,43.115,27.15,424.326,Unknown,0.814,7.528,26.937,2024,4,1,1.005,121.9972
jakarta barat,palmerah,3.265,10.786,40.46,10.559,Built-up,0.211,0.122,33.061,2023,10,0,-6.1917,106.7956
Karawang,cilamayakulon,38.555,62.857,27.884000000000004,1.246,Unknown,0.27,0.094,37.894,2024,12,1,-6.2186,107.5153
Kota Tegal,tegaltimur,26.458,40.65,36.32,4.457,Unknown,0.323,0.105,37.292,2022,5,1,-6.8639,109.1445
Hulu Sungai Utara,sungaipandan,49.914,97.941,30.26,7.532,Unknown,0.664,0.051,32.739,2020,2,1,-2.4999,115.1991
Bulukumba,ujungloe,35.923,92.736,27.65,39.412,Tree Cover,0.604,0.582,29.061,2024,5,1,-5.4716,120.2752
Seluma,airperiukan,97.883,149.118,29.67428571428572,36.193,Unknown,0.196,0.578,33.622,2022,10,1,-4.0008,102.4202
Ngada,soa,73.776,109.138,29.69,406.657,Tree Cover,0.773,2.213,32.453,2021,1,1,-8.7035,121.0669
Bandung,baleendah,42.125,74.461,31.78,700.969,Unknown,0.484,2.32,34.458,2020,1,1,-7.0123,107.6388
Indragiri Hilir,tempuling,54.843,103.245,30.03,16.445,Unknown,0.642,0.13,34.568,2022,11,1,-0.4113,102.9001
bogor,bojonggede,36.512,65.045,33.42,133.589,Built-up,0.524,0.293,40.294,2022,6,0,-6.4774,106.7927
kota tangerang,jatiuwung,46.155,80.658,39.9,20.101,Built-up,0.235,0.172,37.141,2022,1,0,-6.198,106.5753
Hulu Sungai Utara,haurgading,42.042,89.511,28.72,10.865,Tree Cover,0.706,0.067,32.282,2022,5,1,-2.3714,115.2335
Aceh Jaya,sampoiniet,91.772,236.197,26.95,537.256,Unknown,0.773,5.842,35.598,2021,3,1,4.9319,95.5634
bekasi,muaragembong,52.922,112.275,30.34,1.597,Permanent water bodies,0.275,0.046,37.846,2022,1,0,-6.0033,107.0499
bogor,nanggung,16.967,48.3,24.71,848.241,Tree cover,0.817,5.957,34.949,2023,7,0,-6.6725,106.5377
tangerang,kresek,13.818,21.706,30.35,11.706,Cropland,0.486,0.093,35.44,2020,6,0,-6.1444,106.4044
kota bekasi,pondokgede,43.504,64.999,37.82,24.987,Built-up,0.244,0.142,41.422,2024,2,0,-6.2691,106.9299
depok,sawangan,51.755,75.931,35.96,91.287,Tree cover,0.445,0.296,41.501,2024,2,0,-6.4067,106.7641
bogor,parung,78.352,128.176,25.97,104.116,Tree cover,0.373,0.338,42.126,2021,2,0,-6.4349,106.7128
bogor,parung,36.112,64.971,31.04,104.116,Tree cover,0.611,0.338,41.211,2022,6,0,-6.4349,106.7128
bekasi,cibitung,14.865,29.903,34.63,14.027,Cropland,0.453,0.106,34.299,2021,7,0,-6.2357,107.1004
Bone,mare,60.342,110.657,28.46,109.115,Unknown,0.635,1.603,38.425,2024,4,1,-4.7928,120.2709
jakarta selatan,jagakarsa,40.051,79.764,37.28,57.304,Built-up,0.437,0.27,41.007,2020,5,0,-6.334,106.8224
tangerang,sukadiri,48.472,67.439,33.66,4.864,Cropland,0.339,0.063,38.383,2024,11,0,-6.0699,106.559
bekasi,karangbahagia,17.336,38.62,32.48,10.334,Cropland,0.475,0.08,32.484,2022,8,0,-6.2172,107.197
bogor,tamansari,57.946,113.778,28.01,715.585,Tree cover,0.676,6.987,36.984,2021,6,0,-6.6564,106.7458
Kuningan,ciniru,55.807,97.247,26.96,423.124,Unknown,0.835,5.141,39.522,2024,3,1,-7.0571,108.5059
bogor,citeureup,50.051,76.462,32.03,229.087,Tree cover,0.645,2.772,37.941,2021,5,0,-6.525,106.8924
Sambas,sebawi,50.316,127.583,27.61,20.623,Tree Cover,0.671,0.468,37.002,2022,12,1,1.2661,109.236
Pasuruan,rejoso,39.392,56.664,28.2,6.967,Cropland,0.582,0.122,30.303,2022,2,1,-7.6798,112.9506
depok,beji,87.107,117.755,36.03,78.676,Built-up,0.344,0.279,41.235,2024,11,0,-6.3731,106.819
bogor,sukaraja,6.263,7.779,34.79,276.337,Tree cover,0.508,1.706,21.896,2023,9,0,-6.5792,106.8408
bogor,leuwiliang,56.389,108.67,27.77,556.464,Tree cover,0.497,3.837,39.658,2020,1,0,-6.6402,106.6099
Ketapang,muarapawan,59.08,89.032,27.61,15.352,Unknown,0.696,0.186,33.9,2023,3,1,-1.7307,110.1045
depok,tapos,27.099,51.598,31.94,98.048,Built-up,0.559,0.278,39.253,2024,6,0,-6.4192,106.8805
bekasi,cikarangbarat,29.046,69.88,37.8,29.644,Built-up,0.422,0.174,37.461,2023,4,0,-6.2973,107.0941
kota bekasi,medansatria,0.9,1.119,39.93,10.53,Built-up,0.251,0.136,30.155,2023,9,0,-6.1989,106.9836
Sidoarjo,krian,52.548,85.852,36.08,13.364,Unknown,0.398,0.043,37.674,2022,11,1,-7.3997,112.5957
jakarta pusat,sawahbesar,17.732,31.286,37.19,7.059,Built-up,0.181,0.09,38.514,2024,11,0,-6.1539,106.8332
Pelalawan,pangkalankerinci,57.78,117.264,27.4,16.298,Unknown,0.428,0.254,34.31,2024,1,1,0.3625,101.8487
kota tangerang,larangan,6.534,8.023,36.71,21.351,Built-up,0.255,0.155,31.565,2023,8,0,-6.2392,106.733
Jembrana,jembrana,15.836,28.442,25.3,296.31,Tree Cover,0.784,4.314,23.611,2023,7,1,-8.3189,114.6508
Kota Yogyakarta,tegalrejo,52.872,84.553,40.82,127.793,Unknown,0.413,0.528,30.36,2021,3,1,-7.7785,110.357
