NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
jakarta pusat,menteng,7.758,19.801,38.48,10.741,Built-up,0.28,0.099,37.2,2023,12,0,-6.1958,106.8353
bogor,jasinga,116.575,166.487,28.78,163.412,Tree cover,0.766,1.993,38.863,2024,11,0,-6.4806,106.4559
bogor,tajurhalang,67.008,111.533,25.91,128.261,Tree cover,0.451,0.34,41.124,2023,2,0,-6.469,106.7596
kota bekasi,medansatria,22.107,43.328,38.58,10.53,Built-up,0.307,0.136,37.558,2022,4,1,-6.1989,106.9836
tangerang,kresek,28.471,41.488,35.56,11.706,Cropland,0.431,0.093,36.103,2020,10,0,-6.1444,106.4044
jakarta barat,kalideres,33.433,52.2,37.44,5.258,Built-up,0.295,0.071,37.833,2022,5,0,-6.1346,106.7039
tangerang,mekarbaru,19.23,54.336,29.0,4.93,Cropland,0.546,0.066,33.134,2024,7,0,-6.062,106.3871
bogor,rumpin,51.398,103.123,31.19,152.23,Tree cover,0.617,1.981,40.954,2022,12,0,-6.4596,106.6311
Aceh Utara,nisam,44.326,61.798,29.42,32.195,Tree Cover,0.416,0.744,36.341,2022,10,1,5.1678,97.0095
bogor,nanggung,140.889,205.741,28.2,848.241,Tree cover,0.642,5.957,38.655,2022,11,0,-6.6725,106.5377
Pati,kayen,60.815,97.781,27.74,66.528,Unknown,0.498,1.375,39.042,2023,2,1,-6.9035,110.9884
jakarta timur,kramatjati,72.238,131.978,39.24,30.295,Built-up,0.229,0.152,41.11,2021,11,1,-6.2763,106.8654
Pati,jakenan,50.154,153.18,31.22,11.881,Unknown,0.725,0.132,37.325,2022,12,1,-6.7638,111.1305
bogor,megamendung,126.089,208.591,29.82,877.32,Tree cover,0.563,5.463,38.983,2021,11,0,-6.6635,106.9177
Timor Tengah Selatan,kie,22.973,58.307,24.03,684.846,Tree Cover,0.628,5.283,20.856,2022,6,1,-9.8566,124.5438
bogor,tenjo,78.523,149.833,33.12,60.385,Tree cover,0.686,0.368,39.279,2021,11,0,-6.3723,106.4794
bekasi,cikarangutara,15.039,50.707,35.9,17.902,Built-up,0.436,0.13,35.284,2023,5,0,-6.2754,107.1556
Aceh Timur,nurussalam,47.592,69.692,28.71,29.403,Tree Cover,0.329,0.315,39.209,2022,10,1,4.9747,97.6594
kota tangerang,neglasari,13.564,29.344,34.46,11.542,Built-up,0.398,0.072,34.593,2020,7,0,-6.1429,106.6302
Kampar,tambang,93.683,143.518,28.86,28.722,Tree Cover,0.59,0.215,38.434,2023,12,1,0.3727,101.308
bekasi,karangbahagia,42.259,74.054,36.35,10.334,Cropland,0.335,0.08,37.659,2022,10,0,-6.2172,107.197
bogor,pamijahan,69.438,119.682,27.42,827.34,Tree cover,0.638,5.169,38.417,2020,4,0,-6.6933,106.6596
Lampung Barat,sukau,43.287,64.717,25.44,911.764,Tree Cover,0.692,7.054,28.672,2023,11,1,-4.9419,103.9856
jakarta barat,kalideres,26.792,46.462,38.62,5.258,Built-up,0.278,0.071,37.059,2022,3,0,-6.1346,106.7039
tangerang,jambe,16.144,48.722,30.63,43.823,Tree cover,0.605,0.302,32.547,2024,8,0,-6.3238,106.4992
Indragiri Hilir,keritang,65.823,94.873,26.41,13.114,Tree Cover,0.528,0.162,34.725,2022,10,1,-0.6971,102.8419
jakarta utara,penjaringan,13.214,43.49,36.1,3.083,Built-up,0.261,0.074,36.411,2021,9,0,-6.115,106.7639
Bandung,baleendah,54.179,94.7,31.14,700.969,Unknown,0.579,2.32,32.888,2022,3,1,-7.0123,107.6388
Kota Semarang,ngaliyan,51.867,115.477,32.12,94.078,Unknown,0.555,1.886,41.452,2024,3,1,-7.0001,110.3272
kota tangerang,karangtengah,29.193,64.277,38.13,13.076,Built-up,0.225,0.156,38.395,2021,12,0,-6.2101,106.7097
Kapuas Hulu,pengkadan,80.028,135.265,27.96,78.656,Unknown,0.637,1.24,37.049,2022,8,1,0.4853,112.3606
Aceh Utara,cotgirek,61.61,81.2,28.06,123.871,Unknown,0.373,1.745,39.289,2022,10,1,4.872,97.3409
Lombok Barat,lembar,53.403,90.487,27.03,140.177,Unknown,0.729,3.07,31.486,2021,2,1,-8.7457,116.0947
Padang Pariaman,batanganai,61.968,185.924,30.51,169.303,Unknown,0.736,3.195,31.676,2024,3,1,-0.7532,100.3155
Nagan Raya,darulmakmur,64.036,118.196,28.37,134.831,Tree Cover,0.781,2.249,35.475,2022,11,1,3.9663,96.5488
bekasi,pebayuran,28.536,75.689,32.31,7.055,Cropland,0.643,0.061,31.877,2021,10,0,-6.1593,107.2485
Pulang Pisau,kahayantengah,52.218,79.159,27.33,32.374,Tree Cover,0.624,0.193,36.268,2023,2,1,-2.0105,113.9779
kota tangerang,neglasari,60.948,135.422,38.47,11.542,Built-up,0.218,0.072,38.005,2023,2,0,-6.1429,106.6302
jakarta selatan,pasarminggu,31.054,97.967,39.71,35.89,Built-up,0.268,0.23,39.61,2022,9,0,-6.2908,106.8293
tangerang,cisauk,42.411,66.289,29.95,51.37,Tree cover,0.564,0.313,41.887,2024,2,0,-6.3391,106.6302
depok,tapos,22.633,33.878,36.68,98.048,Built-up,0.5,0.278,39.182,2024,10,0,-6.4192,106.8805
Lebak,leuwidamar,80.487,163.083,24.64,247.903,Tree Cover,0.519,2.609,37.971,2024,12,1,-6.5741,106.2216
jakarta utara,pademangan,27.171,36.411,36.25,3.198,Built-up,0.25,0.104,37.839,2022,5,0,-6.1301,106.8381
tangerang,sukadiri,6.668,8.315,30.78,4.864,Cropland,0.588,0.063,31.551,2023,8,0,-6.0699,106.559
bogor,tamansari,145.258,199.158,27.52,715.585,Tree cover,0.48,6.987,39.01,2024,11,0,-6.6564,106.7458
Bima,palibelo,69.591,105.118,28.58,103.354,Unknown,0.559,3.578,29.65,2024,12,1,-8.5368,118.7331
Sintang,binjaihulu,65.194,91.891,22.92,33.294,Unknown,0.419,0.239,34.323,2022,9,1,0.2071,111.493
depok,limo,20.627,48.673,37.45,73.923,Built-up,0.395,0.284,40.149,2023,12,0,-6.3686,106.7808
bekasi,cabangbungin,20.557,32.753,32.9,3.757,Cropland,0.341,0.053,38.585,2021,3,0,-6.0781,107.1363
bogor,tenjo,38.62,88.942,31.25,60.385,Tree cover,0.73,0.368,38.205,2021,4,0,-6.3723,106.4794
Kota Tegal,margadana,28.999,45.687,29.73,3.214,Unknown,0.318,0.087,37.508,2021,11,1,-6.8736,109.0962
Kampar,gunungsahilan,53.724,89.453,27.33,51.805,Tree Cover,0.504,0.601,35.932,2024,1,1,0.0281,101.3098
Kampar,siakhulu,57.72,101.886,28.16,21.914,Unknown,0.541,0.249,35.591,2024,1,1,0.3506,101.5506
Majalengka,kertajati,80.594,147.242,30.23,42.045,Unknown,0.595,0.19,39.707,2021,2,1,-6.6427,108.1311
Probolinggo,kraksaan,54.501,74.576,28.16,9.411,Cropland,0.547,0.197,37.842,2022,3,1,-7.7558,113.4302
kota bekasi,bantargebang,42.072,63.404,36.52,46.555,Built-up,0.475,0.262,40.88,2020,3,0,-6.3385,106.9912
kota tangerang,cibodas,31.548,73.085,37.87,19.751,Built-up,0.249,0.128,38.395,2021,12,0,-6.2058,106.608
bogor,ciawi,60.033,102.824,30.31,925.94,Tree cover,0.465,6.501,39.604,2020,1,0,-6.7091,106.8937
jakarta selatan,pesanggrahan,31.654,59.723,38.32,23.82,Built-up,0.38,0.178,39.245,2020,5,0,-6.2504,106.7587
Grobogan,brati,58.258,141.988,31.72,81.973,Unknown,0.613,1.559,40.658,2022,12,1,-7.0229,110.8907
Bandung,bojongsoang,65.063,150.309,30.86,664.544,Unknown,0.453,0.093,33.389,2022,4,1,-6.9837,107.6646
jakarta utara,koja,29.643,63.6,38.88,3.739,Built-up,0.19,0.063,37.852,2020,5,0,-6.1215,106.905
Kuantan Singingi,kuantanmudik,60.184,92.707,27.07,126.403,Tree Cover,0.7,1.131,38.499,2024,5,1,-0.7798,101.6419
Blora,kedungtuban,82.332,145.74,31.2,63.66,Unknown,0.595,0.467,41.071,2020,12,1,-7.1675,111.5013
depok,beji,39.901,84.575,38.68,78.676,Built-up,0.427,0.279,40.708,2023,4,0,-6.3731,106.819
Sumenep,batuan,77.654,120.19,30.08,33.025,Unknown,0.54,1.005,37.022400000000005,2024,12,1,-7.0224,113.837
Klaten,juwiring,60.788,71.566,31.15,108.108,Cropland,0.589,0.207,41.91,2022,3,1,-7.6586,110.7382
bogor,cibungbulang,46.5,72.764,32.71,236.566,Tree cover,0.531,1.249,37.528,2022,1,0,-6.5761,106.661
jakarta selatan,tebet,10.327,18.804,36.9,17.948,Built-up,0.257,0.137,35.597,2021,7,0,-6.2289,106.8509
Grobogan,gabus,47.733,92.626,30.53,111.393,Tree Cover,0.726,0.69,41.975,2020,2,1,-7.1868,111.1935
bekasi,sukawangi,53.516,91.924,31.96,3.12,Cropland,0.577,0.044,38.826,2021,11,1,-6.1187,107.091
jakarta selatan,kebayoranbaru,30.577,65.033,38.52,22.272,Built-up,0.314,0.16,38.859,2023,11,0,-6.2447,106.8014
kota bekasi,medansatria,32.513,41.171,37.93,10.53,Built-up,0.297,0.136,38.653,2024,4,0,-6.1989,106.9836
bogor,cijeruk,83.4,147.199,28.03,717.352,Tree cover,0.725,7.732,38.469,2020,5,0,-6.686,106.7843
bogor,cijeruk,19.286,34.324,27.16,717.352,Tree cover,0.716,7.732,29.065,2023,8,0,-6.686,106.7843
Subang,patokbeusi,76.879,118.468,26.42,20.806,Unknown,0.395,0.114,39.599,2021,2,1,-6.3679,107.6163
Subang,blanakan,46.338,71.129,30.0,2.855,Unknown,0.251,0.068,35.81,2020,1,1,-6.2638,107.6654
bogor,leuwisadeng,59.348,92.435,30.77,306.672,Tree cover,0.726,4.096,37.935,2023,4,0,-6.5736,106.5877
jakarta timur,pasarrebo,22.584,57.996,37.53,48.623,Built-up,0.336,0.252,35.865,2024,9,0,-6.3264,106.8573
Aceh Selatan,trumontimur,23.266,54.009,26.49,171.326,Unknown,0.754,2.706,34.964,2023,7,1,2.8901,97.7758
Kota Semarang,tugu,61.29,141.951,36.87,3.984,Permanent Water Bodies,0.208,0.328,39.818,2022,10,1,-6.9619,110.3299
tangerang selatan,ciputat,67.534,118.987,36.52,44.431,Built-up,0.412,0.212,42.136,2024,4,0,-6.3082,106.7277
Bima,palibelo,44.38,66.22,29.08,103.354,Unknown,0.72,3.578,27.465,2023,3,1,-8.5368,118.7331
jakarta pusat,gambir,10.246,28.823,34.41,7.605,Built-up,0.271,0.061,34.955,2024,7,0,-6.1715,106.8181
Aceh Jaya,kruengsabee,81.309,102.322,25.56,320.73,Unknown,0.606,3.881,34.844,2023,11,1,4.7848,95.7903
jakarta selatan,mampangprapatan,59.202,98.351,39.11,21.604,Built-up,0.195,0.146,39.257,2021,1,0,-6.2523,106.821
jakarta timur,kramatjati,18.436,44.663,36.25,30.295,Built-up,0.311,0.152,39.596,2021,6,1,-6.2763,106.8654
bekasi,babelan,11.975,35.408,31.64,3.768,Cropland,0.498,0.07,33.627,2024,6,0,-6.1257,107.0341
bogor,gunungputri,61.334,150.717,37.98,81.462,Built-up,0.5,0.389,39.148,2021,10,1,-6.4052,106.9313
Majalengka,sumberjaya,23.27,53.914,29.61,34.796,Unknown,0.542,0.237,36.604,2022,7,1,-6.6898,108.3315
Aceh Singkil,singkilutara,53.221,82.521,29.14,21.618,Unknown,0.758,0.391,35.901,2022,8,1,2.2746,97.9953
depok,cilodong,28.679,56.472,33.05,106.017,Built-up,0.455,0.295,39.253,2024,6,0,-6.4303,106.8379
tangerang,cikupa,39.6,82.692,35.78,25.2,Built-up,0.346,0.147,37.589,2020,11,0,-6.218,106.5159
bekasi,cikarangutara,74.31,102.272,35.65,17.902,Built-up,0.348,0.13,35.039,2024,11,0,-6.2754,107.1556
Sambas,telukkeramat,50.601,86.91,29.01,12.543,Unknown,0.748,0.16,41.138,2023,3,1,1.4522,109.2014
depok,tapos,76.735,122.938,35.42,98.048,Built-up,0.32,0.278,41.613,2021,2,0,-6.4192,106.8805
bogor,tamansari,45.065,67.787,31.5,715.585,Tree cover,0.511,6.987,37.566,2022,1,0,-6.6564,106.7458
tangerang selatan,pondokaren,14.581,34.128,35.96,28.61,Built-up,0.382,0.18,35.994,2020,7,0,-6.2664,106.7114
tangerang,sukadiri,15.281,27.905,34.34,4.864,Cropland,0.344,0.063,36.815,2020,10,0,-6.0699,106.559
tangerang,cikupa,14.515,33.565,33.77,25.2,Built-up,0.445,0.147,33.089,2024,8,0,-6.218,106.5159
bogor,ciampea,34.948,153.309,32.32,212.619,Tree cover,0.602,1.34,32.836,2020,8,0,-6.5742,106.698
Lumajang,kedungjajang,93.4,133.167,28.89,161.76,Tree Cover,0.814,2.414,33.064,2021,2,1,-8.0396,113.2235
Malang,pakis,83.349,167.616,27.74,495.802,Unknown,0.517,0.865,28.679,2022,10,1,-7.9603,112.7053
Pesawaran,waylima,62.643,89.571,29.58,170.164,Unknown,0.733,1.791,33.94,2024,4,1,-5.4305,105.0232
Lombok Tengah,jonggat,78.747,114.209,33.47,114.003,Unknown,0.624,0.953,29.974,2021,1,1,-8.6711,116.2211
Timor Tengah Utara,kotakefamenanu,23.186,117.858,28.25,438.815,Unknown,0.773,2.128,26.279,2021,4,1,-9.4678,124.4967
Kebumen,kebumen,142.141,180.721,30.93,29.361,Unknown,0.446,0.591,37.829,2024,11,1,-7.6824,109.6812
Luwu,lamasitimur,52.873,80.067,29.94,12.499,Unknown,0.656,0.12,31.166,2022,10,1,-2.8673,120.2442
tangerang,pakuhaji,50.652,104.886,31.43,3.922,Cropland,0.244,0.061,38.16,2024,1,0,-6.0602,106.6063
tangerang,kelapadua,39.067,60.86,38.37,27.206,Built-up,0.453,0.146,39.498,2020,3,0,-6.2426,106.6094
Lamandau,lamandau,40.14,108.321,27.7,101.815,Unknown,0.716,1.786,28.943,2024,9,1,-1.9137,111.178
kota bogor,tanahsareal,89.341,214.428,35.91,184.459,Built-up,0.446,0.639,35.946,2021,9,0,-6.5468,106.7855
Lebak,cibadak,41.485,54.115,33.7,37.88,Unknown,0.585,0.518,36.847,2020,10,1,-6.3331,106.2251
bekasi,cabangbungin,12.14,20.498,32.77,3.757,Cropland,0.441,0.053,34.359,2021,7,0,-6.0781,107.1363
Sintang,dedai,58.07,95.826,28.24,43.872,Unknown,0.665,0.506,31.202,2024,3,1,-0.0309,111.7091
Trenggalek,gandusari,71.904,105.265,28.36,184.884,Tree Cover,0.647,4.204,31.863,2022,11,1,-8.134,111.7102
Brebes,bulakamba,8.275,18.752,30.72,5.73,Unknown,0.509,0.069,36.206,2020,6,1,-6.88,108.9448
Bolaang Mongondow,lolayan,22.08,34.185,24.6,454.103,Tree Cover,0.716,6.739,36.273,2024,8,1,0.6648,124.2326
bogor,sukamakmur,87.125,140.212,24.21,641.209,Tree cover,0.545,5.807,39.579,2021,2,0,-6.5936,107.0201
bekasi,babelan,52.23,78.983,29.5,3.768,Cropland,0.245,0.07,37.55,2024,12,0,-6.1257,107.0341
kota bekasi,mustikajaya,13.262,57.64,36.79,32.768,Built-up,0.438,0.179,26.656,2020,8,0,-6.3076,107.0166
Aceh Utara,muarabatu,44.044,61.435,35.65,10.762,Unknown,0.323,0.3,41.836,2022,10,1,5.2411,96.9472
Jember,kaliwates,59.684,136.666,34.35,85.842,Built-Up,0.553,0.68,37.268,2022,12,1,-8.1847,113.6761
Cianjur,cijati,79.584,144.853,29.85,221.171,Tree Cover,0.638,3.699,33.957,2024,12,1,-7.2818,107.0151
Barito Utara,gunungpurei,38.06,73.449,27.46,227.612,Unknown,0.786,2.543,36.009,2020,2,1,-1.1925,115.6109
bekasi,sukatani,11.541,34.564,34.59,9.292,Cropland,0.413,0.08,36.144,2023,12,0,-6.1918,107.1559
jakarta pusat,menteng,2.999,9.808,38.62,10.741,Built-up,0.283,0.099,33.061,2023,10,0,-6.1958,106.8353
bogor,ciomas,87.421,141.52,25.97,268.719,Built-up,0.281,1.946,39.385,2021,2,0,-6.6095,106.762
bekasi,tambelang,13.765,46.169,33.75,5.555,Cropland,0.472,0.072,25.796,2024,9,0,-6.167,107.1273
Karawang,cilamayawetan,21.907,48.917,29.55,2.278,Unknown,0.3,0.083,38.74,2022,12,1,-6.2272,107.5784
depok,tapos,18.96,88.857,36.5,98.048,Built-up,0.491,0.278,35.429,2020,8,0,-6.4192,106.8805
Aceh Jaya,jaya,46.868,109.533,24.83,506.304,Unknown,0.79,8.289,36.606,2021,8,1,5.115,95.4578
Hulu Sungai Tengah,haruyan,20.659,33.319,30.08,80.399,Tree Cover,0.786,1.109,29.88,2021,4,1,-2.698,115.3786
Banjar,mataraman,55.104,95.608,29.26,61.826,Tree Cover,0.427,0.99,31.397,2023,2,1,-3.3346,115.0343
jakarta barat,tambora,27.309,49.063,41.78,5.895,Built-up,0.139,0.048,38.077,2022,11,0,-6.1475,106.8035
jakarta timur,cipayung,63.098,125.857,35.73,48.413,Built-up,0.224,0.257,41.09,2023,2,0,-6.3253,106.9036
kota bekasi,pondokmelati,10.915,47.164,37.69,38.409,Built-up,0.403,0.242,35.429,2020,8,0,-6.3095,106.9282
jakarta timur,kramatjati,58.998,111.741,40.08,30.295,Built-up,0.273,0.152,40.986,2024,1,1,-6.2763,106.8654
jakarta barat,kalideres,18.843,52.694,38.64,5.258,Built-up,0.304,0.071,37.33,2021,4,0,-6.1346,106.7039
bogor,bojonggede,52.991,86.66,36.82,133.589,Built-up,0.349,0.293,40.038,2020,12,0,-6.4774,106.7927
bogor,tenjo,54.633,92.353,30.59,60.385,Tree cover,0.734,0.368,38.888,2022,5,0,-6.3723,106.4794
Murung Raya,sumberbarito,52.486,98.131,26.92,296.169,Tree Cover,0.628,3.227,37.819,2020,9,1,-0.4046,114.1564
depok,bojongsari,105.14,161.551,35.21,87.016,Built-up,0.449,0.265,41.423,2024,11,0,-6.3943,106.7378
bogor,jonggol,55.06,72.68,30.01,186.743,Tree cover,0.665,2.153,39.015,2024,2,0,-6.4961,107.0456
Alor,pantar,44.055,111.485,27.51,282.233,Unknown,0.542,5.871,24.736,2022,12,1,-8.2547,124.24
Landak,meranti,67.086,116.26,26.75,106.642,Unknown,0.794,0.871,37.353,2024,8,1,0.7385,109.7419
jakarta barat,tamansari,66.77,147.811,38.11,6.894,Tree cover,0.088,0.061,38.069,2023,2,0,-6.1481,106.8184
Malinau,malinaukota,94.183,209.075,26.98,23.659,Tree Cover,0.771,0.549,38.743,2023,5,1,3.5611,116.6816
bogor,rancabungur,83.681,133.809,31.82,144.929,Tree cover,0.583,0.575,39.603,2020,2,0,-6.5217,106.7137
Sambas,tekarang,50.26,85.842,32.02,6.218,Unknown,0.627,0.088,42.366,2023,3,1,1.2862,109.1155
Sukabumi,cisolok,93.514,168.815,25.820526315789472,615.263,Unknown,0.462,5.707,38.07,2024,12,1,-6.8781,106.4598
Bojonegoro,temayang,48.162,76.531,30.62,133.65,Tree Cover,0.729,1.289,41.839,2021,3,1,-7.3625,111.9147
tangerang,legok,35.182,64.029,31.96,43.009,Tree cover,0.617,0.179,39.908,2021,5,0,-6.3048,106.565
Aceh Tenggara,lawesumur,42.282,61.856,26.99,894.787,Unknown,0.754,9.483,37.87,2024,8,1,3.4784,97.8848
tangerang,cisoka,42.591,69.566,31.54,26.713,Tree cover,0.493,0.26,37.609,2022,2,0,-6.2598,106.4167
Padang Lawas,barumun,69.72,89.432,26.02,742.154,Unknown,0.558,6.439,39.206,2023,12,1,0.9887,99.7031
kota tangerang,batuceper,39.569,66.532,36.71,10.341,Built-up,0.309,0.068,37.833,2022,5,0,-6.1618,106.6703
tangerang,sukadiri,23.9,55.925,31.69,4.864,Cropland,0.578,0.063,37.295,2022,4,0,-6.0699,106.559
Jepara,bangsri,47.363,97.132,28.91,158.101,Unknown,0.608,1.748,40.573,2023,3,1,-6.5302,110.7737
Buton Utara,bonegunu,31.78,47.301,25.75,86.08,Unknown,0.723,1.87,37.146,2021,9,1,-4.7961,122.997
jakarta selatan,kebayoranlama,39.07,55.485,38.76,25.395,Built-up,0.197,0.143,39.243,2024,12,0,-6.2495,106.7801
Serang,cinangka,60.262,126.238,26.9,119.68,Unknown,0.693,2.324,37.108,2022,3,1,-6.18,105.8865
jakarta timur,cipayung,21.981,44.597,34.79,48.413,Built-up,0.5,0.257,40.715,2022,6,0,-6.3253,106.9036
bogor,leuwisadeng,58.224,116.203,27.3,306.672,Tree cover,0.461,4.096,38.237,2021,1,0,-6.5736,106.5877
bogor,cigombong,34.322,81.131,29.12,688.475,Tree cover,0.691,4.624,37.205,2023,12,0,-6.7461,106.8128
kota bogor,bogortimur,17.125,21.83,33.62,322.856,Built-up,0.461,1.429,29.053,2023,8,0,-6.6207,106.8264
bogor,klapanunggal,54.514,74.644,31.81,203.856,Tree cover,0.632,3.061,38.192,2020,10,1,-6.483,106.9553
bekasi,pebayuran,31.445,64.349,29.01,7.055,Cropland,0.319,0.061,38.201,2020,12,0,-6.1593,107.2485
kota tangerang,cibodas,66.152,107.445,38.47,19.751,Built-up,0.207,0.128,38.771,2020,2,1,-6.2058,106.608
jakarta pusat,gambir,23.127,32.962,39.31,7.605,Built-up,0.157,0.061,37.78,2024,12,0,-6.1715,106.8181
jakarta barat,grogolpetamburan,12.267,24.565,36.6,6.01,Built-up,0.22,0.06,35.597,2021,7,0,-6.1634,106.7865
kota bekasi,bekasiselatan,8.995,32.783,35.88,22.99,Built-up,0.317,0.103,37.076,2023,7,0,-6.2582,106.9778
bogor,bojonggede,28.806,53.307,34.28,133.589,Built-up,0.502,0.293,38.253,2021,7,0,-6.4774,106.7927
bogor,klapanunggal,80.046,150.566,32.62,203.856,Tree cover,0.522,3.061,40.057,2022,10,0,-6.483,106.9553
Keerom,arso,74.543,128.178,28.98,283.357,Tree Cover,0.66,1.998,37.407,2021,2,1,-2.976,140.652
Subang,pagaden,83.423,137.578,31.6,44.342,Unknown,0.555,0.253,40.764,2021,2,1,-6.4807,107.8003
Aceh Tenggara,tanohalas,49.354,72.089,23.03,1111.944,Tree Cover,0.812,8.503,37.531,2023,5,1,3.2368,97.6703
bogor,parungpanjang,49.758,89.539,31.22,65.388,Tree cover,0.699,0.569,41.478,2024,3,0,-6.3768,106.5551
depok,bojongsari,45.377,80.566,35.33,87.016,Built-up,0.542,0.265,41.357,2020,5,0,-6.3943,106.7378
tangerang selatan,ciputattimur,27.735,48.345,35.91,41.355,Built-up,0.438,0.245,40.109,2021,5,0,-6.2988,106.7556
Kuantan Singingi,pangean,73.16,136.53,27.66,72.926,Unknown,0.504,0.369,39.28,2023,12,1,-0.4628,101.6897
bogor,cileungsi,36.578,72.798,34.66,69.866,Tree cover,0.392,0.251,39.423,2023,1,1,-6.4094,106.9962
depok,limo,35.069,86.143,36.06,73.923,Built-up,0.429,0.284,35.865,2024,9,0,-6.3686,106.7808
bogor,nanggung,24.64,85.104,24.68,848.241,Tree cover,0.818,5.957,33.404,2024,8,0,-6.6725,106.5377
Serang,padarincang,38.893,66.251,27.17,186.162,Tree Cover,0.551,2.897,37.97,2024,2,1,-6.2076,105.9684
kota tangerang,ciledug,59.365,120.173,38.47,21.279,Built-up,0.132,0.132,38.06,2023,2,0,-6.2386,106.7059
Sambas,jawai,44.677,82.364,29.03,7.028,Unknown,0.642,0.117,42.715,2023,3,1,1.3929,109.0745
bogor,tanjungsari,119.368,151.527,29.12,362.528,Tree cover,0.707,5.549,36.204,2024,11,0,-6.6115,107.1406
Cianjur,kadupandak,20.295,73.962,26.7,375.06,Unknown,0.789,3.106,27.155,2023,6,1,-7.2146,107.0269
jakarta barat,tambora,27.25,48.776,38.25,5.895,Built-up,0.146,0.048,37.29,2022,3,0,-6.1475,106.8035
bekasi,babelan,19.307,39.55,33.2,3.768,Cropland,0.539,0.07,37.305,2022,4,0,-6.1257,107.0341
tangerang,kelapadua,60.938,110.692,27.07,27.206,Built-up,0.178,0.146,38.338,2020,1,1,-6.2426,106.6094
tangerang,panongan,29.19,90.601,32.46,36.953,Tree cover,0.576,0.192,39.337,2023,5,0,-6.2789,106.5262
Bengkulu Tengah,pondokkelapa,36.867,82.701,28.37,25.32,Unknown,0.77,0.423,30.546,2023,6,1,-3.6763,102.2698
tangerang,kronjo,36.316,54.358,30.09,4.048,Cropland,0.629,0.069,38.992,2020,3,0,-6.0703,106.4282
jakarta barat,tamansari,19.983,45.407,41.81,6.894,Tree cover,0.125,0.061,38.384,2021,11,0,-6.1481,106.8184
Subang,sagalaherang,89.048,135.347,25.44,788.271,Tree Cover,0.668,5.856,39.44,2021,2,1,-6.684,107.6458
Kota Semarang,tugu,52.744,118.023,33.76,3.984,Permanent Water Bodies,0.367,0.328,41.96283333333333,2022,12,1,-6.9619,110.3299
Aceh Tenggara,bambel,49.97,86.089,25.54,848.137,Unknown,0.74,11.361,37.086,2021,5,1,3.439,97.9022
Indramayu,cikedung,14.497,49.995,30.8,24.269,Unknown,0.522,0.167,31.855,2024,7,1,-6.5371,108.1749
Aceh Barat,johanpahlawan,44.077,59.3,32.3,15.09,Tree Cover,0.714,0.286,32.58583333333333,2024,9,1,4.1892,96.1194
tangerang,panongan,27.145,39.22,31.68,36.953,Tree cover,0.583,0.192,40.666,2022,6,0,-6.2789,106.5262
Banggai,luwuktimur,31.497,64.519,26.61,206.051,Tree Cover,0.797,3.543,35.902,2021,7,1,-0.8343,122.9993
kota bogor,bogorutara,65.597,117.535,36.56,209.387,Built-up,0.508,0.831,37.93,2023,4,0,-6.5708,106.8196
Bireuen,kotajuang,55.962,126.905,30.13,30.052,Tree Cover,0.532,0.737,36.961,2023,1,1,5.1971,96.7147
tangerang,solear,35.662,82.434,33.02,39.539,Tree cover,0.603,0.297,37.472,2021,4,0,-6.3069,106.4215
jakarta selatan,kebayoranlama,22.756,48.228,33.56,25.395,Built-up,0.355,0.143,37.778,2024,6,0,-6.2495,106.7801
kota tangerang,neglasari,42.302,71.687,33.97,11.542,Built-up,0.426,0.072,38.154,2024,3,0,-6.1429,106.6302
depok,cilodong,16.351,48.005,34.14,106.017,Built-up,0.418,0.295,38.068,2023,7,0,-6.4303,106.8379
bekasi,sukatani,40.949,76.231,34.85,9.292,Cropland,0.435,0.08,32.594,2023,11,0,-6.1918,107.1559
bogor,sukajaya,47.027,60.396,25.07,847.126,Tree cover,0.657,5.604,38.416,2021,3,0,-6.6313,106.4705
Purwakarta,babakancikao,48.923,80.757,31.22,73.267,Tree Cover,0.673,0.618,40.539,2020,4,1,-6.4908,107.4241
Gresik,bungah,60.568,110.755,29.61,6.761,Unknown,0.525,0.192,37.68,2020,4,1,-7.0255,112.5895
tangerang,tigaraksa,58.65,114.916,35.68,29.506,Tree cover,0.493,0.225,37.57,2023,11,0,-6.2657,106.4673
Kerinci,siulak,41.941,73.297,22.22,1379.299,Unknown,0.557,6.366,34.389,2023,12,1,-1.8843,101.4008
Garut,banjarwangi,69.526,109.573,24.47,1093.673,Tree Cover,0.646,6.612,33.274,2021,2,1,-7.4056,107.8825
jakarta pusat,gambir,15.965,26.257,39.39,7.605,Built-up,0.207,0.061,37.159,2020,10,0,-6.1715,106.8181
Bantul,piyungan,51.054,111.913,28.005000000000003,113.829,Tree Cover,0.542,2.166,29.432,2022,10,1,-7.8433,110.4625
jakarta timur,kramatjati,24.606,79.515,36.14,30.295,Built-up,0.335,0.152,39.617,2023,5,0,-6.2763,106.8654
bogor,cijeruk,54.128,92.127,24.4,717.352,Tree cover,0.729,7.732,37.915,2022,6,0,-6.686,106.7843
bogor,cisarua,50.017,89.612,26.25,1216.752,Tree cover,0.661,7.714,38.364,2022,5,1,-6.6985,106.9552
